District,YEAR,Metric,Value
Cohasset,2009,In-District FTE Pupils,1480.4
Cohasset,2010,In-District FTE Pupils,1497.3
Cohasset,2011,In-District FTE Pupils,1541.4
Cohasset,2012,In-District FTE Pupils,1534.3
Cohasset,2013,In-District FTE Pupils,1584.8
Cohasset,2014,In-District FTE Pupils,1608.2
Cohasset,2015,In-District FTE Pupils,1593.5
Cohasset,2016,In-District FTE Pupils,1643.0
Cohasset,2017,In-District FTE Pupils,1588.6
Cohasset,2018,In-District FTE Pupils,1578.2
Cohasset,2019,In-District FTE Pupils,1547.3
Cohasset,2020,In-District FTE Pupils,1505.9
Cohasset,2021,In-District FTE Pupils,1427.0
Cohasset,2022,In-District FTE Pupils,1423.5
Cohasset,2023,In-District FTE Pupils,1405.9
Cohasset,2024,In-District FTE Pupils,1429.4
Cohasset,2009,Out-of-District FTE Pupils,26.3
Cohasset,2010,Out-of-District FTE Pupils,26.6
Cohasset,2011,Out-of-District FTE Pupils,27.9
Cohasset,2012,Out-of-District FTE Pupils,23.8
Cohasset,2013,Out-of-District FTE Pupils,32.5
Cohasset,2014,Out-of-District FTE Pupils,24.4
Cohasset,2015,Out-of-District FTE Pupils,22.9
Cohasset,2016,Out-of-District FTE Pupils,21.4
Cohasset,2017,Out-of-District FTE Pupils,20.5
Cohasset,2018,Out-of-District FTE Pupils,21.1
Cohasset,2019,Out-of-District FTE Pupils,27.3
Cohasset,2020,Out-of-District FTE Pupils,34.4
Cohasset,2021,Out-of-District FTE Pupils,35.3
Cohasset,2022,Out-of-District FTE Pupils,37.3
Cohasset,2023,Out-of-District FTE Pupils,32.0
Cohasset,2024,Out-of-District FTE Pupils,32.3
Collegiate Charter School of Lowell (District),2019,In-District FTE Pupils,842.8
Collegiate Charter School of Lowell (District),2020,In-District FTE Pupils,929.9
Collegiate Charter School of Lowell (District),2021,In-District FTE Pupils,1019.3
Collegiate Charter School of Lowell (District),2022,In-District FTE Pupils,1093.8
Collegiate Charter School of Lowell (District),2023,In-District FTE Pupils,1191.3
Collegiate Charter School of Lowell (District),2024,In-District FTE Pupils,1194.0
Collegiate Charter School of Lowell (District),2019,Out-of-District FTE Pupils,0.0
Collegiate Charter School of Lowell (District),2020,Out-of-District FTE Pupils,0.0
Collegiate Charter School of Lowell (District),2021,Out-of-District FTE Pupils,0.0
Collegiate Charter School of Lowell (District),2022,Out-of-District FTE Pupils,0.0
Collegiate Charter School of Lowell (District),2023,Out-of-District FTE Pupils,0.0
Collegiate Charter School of Lowell (District),2024,Out-of-District FTE Pupils,0.0
Community Charter School of Cambridge (District),2019,In-District FTE Pupils,330.1
Community Charter School of Cambridge (District),2020,In-District FTE Pupils,318.9
Community Charter School of Cambridge (District),2021,In-District FTE Pupils,304.8
Community Charter School of Cambridge (District),2022,In-District FTE Pupils,288.1
Community Charter School of Cambridge (District),2023,In-District FTE Pupils,256.5
Community Charter School of Cambridge (District),2024,In-District FTE Pupils,259.3
Community Charter School of Cambridge (District),2019,Out-of-District FTE Pupils,0.0
Community Charter School of Cambridge (District),2020,Out-of-District FTE Pupils,0.0
Community Charter School of Cambridge (District),2021,Out-of-District FTE Pupils,0.0
Community Charter School of Cambridge (District),2022,Out-of-District FTE Pupils,0.0
Community Charter School of Cambridge (District),2023,Out-of-District FTE Pupils,0.0
Community Charter School of Cambridge (District),2024,Out-of-District FTE Pupils,0.0
Community Day Charter Public School (District),2019,In-District FTE Pupils,400.0
Community Day Charter Public School (District),2020,In-District FTE Pupils,399.8
Community Day Charter Public School (District),2021,In-District FTE Pupils,399.9
Community Day Charter Public School (District),2022,In-District FTE Pupils,398.5
Community Day Charter Public School (District),2023,In-District FTE Pupils,1198.2
Community Day Charter Public School (District),2024,In-District FTE Pupils,1197.5
Community Day Charter Public School (District),2019,Out-of-District FTE Pupils,0.0
Community Day Charter Public School (District),2020,Out-of-District FTE Pupils,0.0
Community Day Charter Public School (District),2021,Out-of-District FTE Pupils,0.0
Community Day Charter Public School (District),2022,Out-of-District FTE Pupils,0.0
Community Day Charter Public School (District),2023,Out-of-District FTE Pupils,0.0
Community Day Charter Public School (District),2024,Out-of-District FTE Pupils,0.0
Community Day Charter Public School - Gateway (District),2019,In-District FTE Pupils,359.7
Community Day Charter Public School - Gateway (District),2020,In-District FTE Pupils,400.2
Community Day Charter Public School - Gateway (District),2021,In-District FTE Pupils,399.7
Community Day Charter Public School - Gateway (District),2022,In-District FTE Pupils,398.6
Community Day Charter Public School - Gateway (District),2019,Out-of-District FTE Pupils,0.0
Community Day Charter Public School - Gateway (District),2020,Out-of-District FTE Pupils,0.0
Community Day Charter Public School - Gateway (District),2021,Out-of-District FTE Pupils,0.0
Community Day Charter Public School - Gateway (District),2022,Out-of-District FTE Pupils,0.0
Community Day Charter Public School - R. Kingman Webster (District),2019,In-District FTE Pupils,359.9
Community Day Charter Public School - R. Kingman Webster (District),2020,In-District FTE Pupils,400.0
Community Day Charter Public School - R. Kingman Webster (District),2021,In-District FTE Pupils,399.7
Community Day Charter Public School - R. Kingman Webster (District),2022,In-District FTE Pupils,394.8
Community Day Charter Public School - R. Kingman Webster (District),2019,Out-of-District FTE Pupils,0.0
Community Day Charter Public School - R. Kingman Webster (District),2020,Out-of-District FTE Pupils,0.0
Community Day Charter Public School - R. Kingman Webster (District),2021,Out-of-District FTE Pupils,0.0
Community Day Charter Public School - R. Kingman Webster (District),2022,Out-of-District FTE Pupils,0.0
Concord,2009,In-District FTE Pupils,1871.8
Concord,2010,In-District FTE Pupils,1903.4
Concord,2011,In-District FTE Pupils,1943.7
Concord,2012,In-District FTE Pupils,1986.0
Concord,2013,In-District FTE Pupils,2138.9
Concord,2014,In-District FTE Pupils,2168.6
Concord,2015,In-District FTE Pupils,2094.9
Concord,2016,In-District FTE Pupils,2077.3
Concord,2017,In-District FTE Pupils,2115.7
Concord,2018,In-District FTE Pupils,2103.9
Concord,2019,In-District FTE Pupils,2102.3
Concord,2020,In-District FTE Pupils,2105.4
Concord,2021,In-District FTE Pupils,2012.8
Concord,2022,In-District FTE Pupils,2006.6
Concord,2023,In-District FTE Pupils,1955.7
Concord,2024,In-District FTE Pupils,1987.4
Concord,2009,Out-of-District FTE Pupils,53.1
Concord,2010,Out-of-District FTE Pupils,54.3
Concord,2011,Out-of-District FTE Pupils,35.1
Concord,2012,Out-of-District FTE Pupils,48.1
Concord,2013,Out-of-District FTE Pupils,45.0
Concord,2014,Out-of-District FTE Pupils,43.4
Concord,2015,Out-of-District FTE Pupils,44.6
Concord,2016,Out-of-District FTE Pupils,37.1
Concord,2017,Out-of-District FTE Pupils,42.0
Concord,2018,Out-of-District FTE Pupils,44.8
Concord,2019,Out-of-District FTE Pupils,45.2
Concord,2020,Out-of-District FTE Pupils,31.0
Concord,2021,Out-of-District FTE Pupils,25.0
Concord,2022,Out-of-District FTE Pupils,23.6
Concord,2023,Out-of-District FTE Pupils,24.1
Concord,2024,Out-of-District FTE Pupils,24.2
Concord-Carlisle,2009,In-District FTE Pupils,1233.8
Concord-Carlisle,2010,In-District FTE Pupils,1243.7
Concord-Carlisle,2011,In-District FTE Pupils,1202.5
Concord-Carlisle,2012,In-District FTE Pupils,1202.2
Concord-Carlisle,2013,In-District FTE Pupils,1216.9
Concord-Carlisle,2014,In-District FTE Pupils,1228.3
Concord-Carlisle,2015,In-District FTE Pupils,1257.7
Concord-Carlisle,2016,In-District FTE Pupils,1281.0
Concord-Carlisle,2017,In-District FTE Pupils,1273.8
Concord-Carlisle,2018,In-District FTE Pupils,1265.3
Concord-Carlisle,2019,In-District FTE Pupils,1253.4
Concord-Carlisle,2020,In-District FTE Pupils,1281.2
Concord-Carlisle,2021,In-District FTE Pupils,1315.4
Concord-Carlisle,2022,In-District FTE Pupils,1324.7
Concord-Carlisle,2023,In-District FTE Pupils,1290.0
Concord-Carlisle,2024,In-District FTE Pupils,1213.0
Concord-Carlisle,2009,Out-of-District FTE Pupils,38.6
Concord-Carlisle,2010,Out-of-District FTE Pupils,37.8
Concord-Carlisle,2011,Out-of-District FTE Pupils,44.9
Concord-Carlisle,2012,Out-of-District FTE Pupils,40.4
Concord-Carlisle,2013,Out-of-District FTE Pupils,48.7
Concord-Carlisle,2014,Out-of-District FTE Pupils,52.0
Concord-Carlisle,2015,Out-of-District FTE Pupils,48.6
Concord-Carlisle,2016,Out-of-District FTE Pupils,53.5
Concord-Carlisle,2017,Out-of-District FTE Pupils,51.0
Concord-Carlisle,2018,Out-of-District FTE Pupils,49.9
Concord-Carlisle,2019,Out-of-District FTE Pupils,44.8
Concord-Carlisle,2020,Out-of-District FTE Pupils,41.0
Concord-Carlisle,2021,Out-of-District FTE Pupils,32.2
Concord-Carlisle,2022,Out-of-District FTE Pupils,37.3
Concord-Carlisle,2023,Out-of-District FTE Pupils,39.5
Concord-Carlisle,2024,Out-of-District FTE Pupils,45.0
Conservatory Lab Charter (District),2019,In-District FTE Pupils,445.5
Conservatory Lab Charter (District),2020,In-District FTE Pupils,452.8
Conservatory Lab Charter (District),2021,In-District FTE Pupils,454.8
Conservatory Lab Charter (District),2022,In-District FTE Pupils,444.4
Conservatory Lab Charter (District),2023,In-District FTE Pupils,438.7
Conservatory Lab Charter (District),2024,In-District FTE Pupils,451.6
Conservatory Lab Charter (District),2019,Out-of-District FTE Pupils,0.0
Conservatory Lab Charter (District),2020,Out-of-District FTE Pupils,0.0
Conservatory Lab Charter (District),2021,Out-of-District FTE Pupils,0.0
Conservatory Lab Charter (District),2022,Out-of-District FTE Pupils,0.0
Conservatory Lab Charter (District),2023,Out-of-District FTE Pupils,0.0
Conservatory Lab Charter (District),2024,Out-of-District FTE Pupils,0.0
Conway,2009,In-District FTE Pupils,172.4
Conway,2010,In-District FTE Pupils,185.3
Conway,2011,In-District FTE Pupils,179.3
Conway,2012,In-District FTE Pupils,181.6
Conway,2013,In-District FTE Pupils,182.8
Conway,2014,In-District FTE Pupils,171.7
Conway,2015,In-District FTE Pupils,168.0
Conway,2016,In-District FTE Pupils,151.9
Conway,2017,In-District FTE Pupils,142.9
Conway,2018,In-District FTE Pupils,138.8
Conway,2019,In-District FTE Pupils,134.5
Conway,2020,In-District FTE Pupils,133.7
Conway,2021,In-District FTE Pupils,127.0
Conway,2022,In-District FTE Pupils,145.3
Conway,2023,In-District FTE Pupils,133.5
Conway,2024,In-District FTE Pupils,146.1
Conway,2009,Out-of-District FTE Pupils,12.9
Conway,2010,Out-of-District FTE Pupils,14.5
Conway,2011,Out-of-District FTE Pupils,12.9
Conway,2012,Out-of-District FTE Pupils,18.4
Conway,2013,Out-of-District FTE Pupils,9.6
Conway,2014,Out-of-District FTE Pupils,9.0
Conway,2015,Out-of-District FTE Pupils,11.1
Conway,2016,Out-of-District FTE Pupils,15.5
Conway,2017,Out-of-District FTE Pupils,19.8
Conway,2018,Out-of-District FTE Pupils,14.0
Conway,2019,Out-of-District FTE Pupils,10.3
Conway,2020,Out-of-District FTE Pupils,8.2
Conway,2021,Out-of-District FTE Pupils,8.4
Conway,2022,Out-of-District FTE Pupils,7.0
Conway,2023,Out-of-District FTE Pupils,12.6
Conway,2024,Out-of-District FTE Pupils,8.7
Danvers,2009,In-District FTE Pupils,3591.6
Danvers,2010,In-District FTE Pupils,3633.3
Danvers,2011,In-District FTE Pupils,3644.9
Danvers,2012,In-District FTE Pupils,3602.4
Danvers,2013,In-District FTE Pupils,3593.9
Danvers,2014,In-District FTE Pupils,3640.3
Danvers,2015,In-District FTE Pupils,3564.9
Danvers,2016,In-District FTE Pupils,3571.5
Danvers,2017,In-District FTE Pupils,3522.5
Danvers,2018,In-District FTE Pupils,3486.1
Danvers,2019,In-District FTE Pupils,3483.9
Danvers,2020,In-District FTE Pupils,3412.7
Danvers,2021,In-District FTE Pupils,3305.7
Danvers,2022,In-District FTE Pupils,3246.5
Danvers,2023,In-District FTE Pupils,3238.1
Danvers,2024,In-District FTE Pupils,3304.8
Danvers,2009,Out-of-District FTE Pupils,125.9
Danvers,2010,Out-of-District FTE Pupils,130.6
Danvers,2011,Out-of-District FTE Pupils,116.6
Danvers,2012,Out-of-District FTE Pupils,121.8
Danvers,2013,Out-of-District FTE Pupils,126.2
Danvers,2014,Out-of-District FTE Pupils,122.9
Danvers,2015,Out-of-District FTE Pupils,112.2
Danvers,2016,Out-of-District FTE Pupils,114.9
Danvers,2017,Out-of-District FTE Pupils,110.3
Danvers,2018,Out-of-District FTE Pupils,108.4
Danvers,2019,Out-of-District FTE Pupils,119.2
Danvers,2020,Out-of-District FTE Pupils,125.5
Danvers,2021,Out-of-District FTE Pupils,124.1
Danvers,2022,Out-of-District FTE Pupils,131.4
Danvers,2023,Out-of-District FTE Pupils,146.1
Danvers,2024,Out-of-District FTE Pupils,146.7
Dartmouth,2009,In-District FTE Pupils,4070.1
Dartmouth,2010,In-District FTE Pupils,3986.1
Dartmouth,2011,In-District FTE Pupils,3948.1
Dartmouth,2012,In-District FTE Pupils,3834.2
Dartmouth,2013,In-District FTE Pupils,3745.0
Dartmouth,2014,In-District FTE Pupils,3726.7
Dartmouth,2015,In-District FTE Pupils,3697.9
Dartmouth,2016,In-District FTE Pupils,3665.5
Dartmouth,2017,In-District FTE Pupils,3652.0
Dartmouth,2018,In-District FTE Pupils,3681.3
Dartmouth,2019,In-District FTE Pupils,3649.3
Dartmouth,2020,In-District FTE Pupils,3591.4
Dartmouth,2021,In-District FTE Pupils,3444.0
Dartmouth,2022,In-District FTE Pupils,3428.6
Dartmouth,2023,In-District FTE Pupils,3389.2
Dartmouth,2024,In-District FTE Pupils,3394.6
Dartmouth,2009,Out-of-District FTE Pupils,54.5
Dartmouth,2010,Out-of-District FTE Pupils,56.5
Dartmouth,2011,Out-of-District FTE Pupils,49.0
Dartmouth,2012,Out-of-District FTE Pupils,47.1
Dartmouth,2013,Out-of-District FTE Pupils,50.3
Dartmouth,2014,Out-of-District FTE Pupils,58.8
Dartmouth,2015,Out-of-District FTE Pupils,61.3
Dartmouth,2016,Out-of-District FTE Pupils,72.2
Dartmouth,2017,Out-of-District FTE Pupils,70.4
Dartmouth,2018,Out-of-District FTE Pupils,78.9
Dartmouth,2019,Out-of-District FTE Pupils,85.9
Dartmouth,2020,Out-of-District FTE Pupils,84.7
Dartmouth,2021,Out-of-District FTE Pupils,96.9
Dartmouth,2022,Out-of-District FTE Pupils,115.3
Dartmouth,2023,Out-of-District FTE Pupils,123.6
Dartmouth,2024,Out-of-District FTE Pupils,111.9
Dedham,2009,In-District FTE Pupils,2843.2
Dedham,2010,In-District FTE Pupils,2883.1
Dedham,2011,In-District FTE Pupils,2866.6
Dedham,2012,In-District FTE Pupils,2817.9
Dedham,2013,In-District FTE Pupils,2795.8
Dedham,2014,In-District FTE Pupils,2748.9
Dedham,2015,In-District FTE Pupils,2741.8
Dedham,2016,In-District FTE Pupils,2696.6
Dedham,2017,In-District FTE Pupils,2672.2
Dedham,2018,In-District FTE Pupils,2672.9
Dedham,2019,In-District FTE Pupils,2676.2
Dedham,2020,In-District FTE Pupils,2745.3
Dedham,2021,In-District FTE Pupils,2548.7
Dedham,2022,In-District FTE Pupils,2588.3
Dedham,2023,In-District FTE Pupils,2562.6
Dedham,2024,In-District FTE Pupils,2674.0
Dedham,2009,Out-of-District FTE Pupils,93.3
Dedham,2010,Out-of-District FTE Pupils,96.0
Dedham,2011,Out-of-District FTE Pupils,95.0
Dedham,2012,Out-of-District FTE Pupils,105.8
Dedham,2013,Out-of-District FTE Pupils,108.1
Dedham,2014,Out-of-District FTE Pupils,105.8
Dedham,2015,Out-of-District FTE Pupils,92.9
Dedham,2016,Out-of-District FTE Pupils,92.7
Dedham,2017,Out-of-District FTE Pupils,92.0
Dedham,2018,Out-of-District FTE Pupils,81.2
Dedham,2019,Out-of-District FTE Pupils,88.5
Dedham,2020,Out-of-District FTE Pupils,98.4
Dedham,2021,Out-of-District FTE Pupils,110.0
Dedham,2022,Out-of-District FTE Pupils,124.4
Dedham,2023,Out-of-District FTE Pupils,75.6
Dedham,2024,Out-of-District FTE Pupils,131.0
Deerfield,2009,In-District FTE Pupils,488.1
Deerfield,2010,In-District FTE Pupils,493.4
Deerfield,2011,In-District FTE Pupils,478.2
Deerfield,2012,In-District FTE Pupils,460.5
Deerfield,2013,In-District FTE Pupils,438.0
Deerfield,2014,In-District FTE Pupils,433.3
Deerfield,2015,In-District FTE Pupils,430.9
Deerfield,2016,In-District FTE Pupils,398.8
Deerfield,2017,In-District FTE Pupils,408.2
Deerfield,2018,In-District FTE Pupils,407.8
Deerfield,2019,In-District FTE Pupils,395.5
Deerfield,2020,In-District FTE Pupils,390.3
Deerfield,2021,In-District FTE Pupils,318.5
Deerfield,2022,In-District FTE Pupils,330.0
Deerfield,2023,In-District FTE Pupils,332.1
Deerfield,2024,In-District FTE Pupils,316.7
Deerfield,2009,Out-of-District FTE Pupils,17.6
Deerfield,2010,Out-of-District FTE Pupils,22.6
Deerfield,2011,Out-of-District FTE Pupils,26.7
Deerfield,2012,Out-of-District FTE Pupils,17.4
Deerfield,2013,Out-of-District FTE Pupils,23.7
Deerfield,2014,Out-of-District FTE Pupils,21.7
Deerfield,2015,Out-of-District FTE Pupils,29.5
Deerfield,2016,Out-of-District FTE Pupils,31.4
Deerfield,2017,Out-of-District FTE Pupils,35.7
Deerfield,2018,Out-of-District FTE Pupils,35.7
Deerfield,2019,Out-of-District FTE Pupils,36.2
Deerfield,2020,Out-of-District FTE Pupils,32.5
Deerfield,2021,Out-of-District FTE Pupils,32.8
Deerfield,2022,Out-of-District FTE Pupils,42.6
Deerfield,2023,Out-of-District FTE Pupils,47.9
Deerfield,2024,Out-of-District FTE Pupils,38.1
Dennis-Yarmouth,2009,In-District FTE Pupils,3394.3
Dennis-Yarmouth,2010,In-District FTE Pupils,3283.8
Dennis-Yarmouth,2011,In-District FTE Pupils,3128.9
Dennis-Yarmouth,2012,In-District FTE Pupils,3004.3
Dennis-Yarmouth,2013,In-District FTE Pupils,2999.9
Dennis-Yarmouth,2014,In-District FTE Pupils,2965.3
Dennis-Yarmouth,2015,In-District FTE Pupils,2964.4
Dennis-Yarmouth,2016,In-District FTE Pupils,3033.3
Dennis-Yarmouth,2017,In-District FTE Pupils,2987.7
Dennis-Yarmouth,2018,In-District FTE Pupils,3000.6
Dennis-Yarmouth,2019,In-District FTE Pupils,2956.0
Dennis-Yarmouth,2020,In-District FTE Pupils,2898.5
Dennis-Yarmouth,2021,In-District FTE Pupils,2737.2
Dennis-Yarmouth,2022,In-District FTE Pupils,2794.9
Dennis-Yarmouth,2023,In-District FTE Pupils,2854.6
Dennis-Yarmouth,2024,In-District FTE Pupils,2976.8
Dennis-Yarmouth,2009,Out-of-District FTE Pupils,409.6
Dennis-Yarmouth,2010,Out-of-District FTE Pupils,453.1
Dennis-Yarmouth,2011,Out-of-District FTE Pupils,495.2
Dennis-Yarmouth,2012,Out-of-District FTE Pupils,524.5
Dennis-Yarmouth,2013,Out-of-District FTE Pupils,563.4
Dennis-Yarmouth,2014,Out-of-District FTE Pupils,564.0
Dennis-Yarmouth,2015,Out-of-District FTE Pupils,552.6
Dennis-Yarmouth,2016,Out-of-District FTE Pupils,543.9
Dennis-Yarmouth,2017,Out-of-District FTE Pupils,555.1
Dennis-Yarmouth,2018,Out-of-District FTE Pupils,553.0
Dennis-Yarmouth,2019,Out-of-District FTE Pupils,566.7
Dennis-Yarmouth,2020,Out-of-District FTE Pupils,617.4
Dennis-Yarmouth,2021,Out-of-District FTE Pupils,562.7
Dennis-Yarmouth,2022,Out-of-District FTE Pupils,563.5
Dennis-Yarmouth,2023,Out-of-District FTE Pupils,550.3
Dennis-Yarmouth,2024,Out-of-District FTE Pupils,500.9
Dighton-Rehoboth,2009,In-District FTE Pupils,3308.5
Dighton-Rehoboth,2010,In-District FTE Pupils,3249.1
