District,YEAR,Category,PPE
Acushnet,2009,"Guidance, Counseling and Testing",207.0
Acushnet,2010,"Guidance, Counseling and Testing",220.0
Acushnet,2011,"Guidance, Counseling and Testing",217.0
Acushnet,2012,"Guidance, Counseling and Testing",229.0
Acushnet,2013,"Guidance, Counseling and Testing",256.0
Acushnet,2014,"Guidance, Counseling and Testing",241.0
Acushnet,2015,"Guidance, Counseling and Testing",268.0
Acushnet,2016,"Guidance, Counseling and Testing",334.0
Acushnet,2017,"Guidance, Counseling and Testing",384.0
Acushnet,2018,"Guidance, Counseling and Testing",465.0
Acushnet,2019,"Guidance, Counseling and Testing",436.0
Acushnet,2020,"Guidance, Counseling and Testing",392.0
Acushnet,2021,"Guidance, Counseling and Testing",480.0
Acushnet,2022,"Guidance, Counseling and Testing",467.0
Acushnet,2023,"Guidance, Counseling and Testing",502.0
Acushnet,2024,"Guidance, Counseling and Testing",512.0
Acushnet,2009,Other,545.0
Acushnet,2010,Other,730.0
Acushnet,2011,Other,962.0
Acushnet,2012,Other,632.0
Acushnet,2013,Other,658.0
Acushnet,2014,Other,506.0
Acushnet,2015,Other,511.0
Acushnet,2016,Other,617.0
Acushnet,2017,Other,639.0
Acushnet,2018,Other,559.0
Acushnet,2019,Other,495.0
Acushnet,2020,Other,721.0
Acushnet,2021,Other,1024.0
Acushnet,2022,Other,1254.0
Acushnet,2023,Other,989.0
Acushnet,2024,Other,876.0
Advanced Math and Science Academy Charter (District),2019,Teachers,5510.0
Advanced Math and Science Academy Charter (District),2020,Teachers,5429.0
Advanced Math and Science Academy Charter (District),2021,Teachers,5523.0
Advanced Math and Science Academy Charter (District),2022,Teachers,5748.0
Advanced Math and Science Academy Charter (District),2023,Teachers,5963.0
Advanced Math and Science Academy Charter (District),2024,Teachers,6316.0
Advanced Math and Science Academy Charter (District),2019,"Insurance, Retirement and Other",3990.0
Advanced Math and Science Academy Charter (District),2020,"Insurance, Retirement and Other",4829.0
Advanced Math and Science Academy Charter (District),2021,"Insurance, Retirement and Other",5279.0
Advanced Math and Science Academy Charter (District),2022,"Insurance, Retirement and Other",1945.0
Advanced Math and Science Academy Charter (District),2023,"Insurance, Retirement and Other",2092.0
Advanced Math and Science Academy Charter (District),2024,"Insurance, Retirement and Other",2194.0
Advanced Math and Science Academy Charter (District),2019,Pupil Services,1833.0
Advanced Math and Science Academy Charter (District),2020,Pupil Services,1463.0
Advanced Math and Science Academy Charter (District),2021,Pupil Services,830.0
Advanced Math and Science Academy Charter (District),2022,Pupil Services,1417.0
Advanced Math and Science Academy Charter (District),2023,Pupil Services,1445.0
Advanced Math and Science Academy Charter (District),2024,Pupil Services,1540.0
Advanced Math and Science Academy Charter (District),2019,Other Teaching Services,373.0
Advanced Math and Science Academy Charter (District),2020,Other Teaching Services,350.0
Advanced Math and Science Academy Charter (District),2021,Other Teaching Services,347.0
Advanced Math and Science Academy Charter (District),2022,Other Teaching Services,299.0
Advanced Math and Science Academy Charter (District),2023,Other Teaching Services,360.0
Advanced Math and Science Academy Charter (District),2024,Other Teaching Services,325.0
Advanced Math and Science Academy Charter (District),2019,Operations and Maintenance,904.0
Advanced Math and Science Academy Charter (District),2020,Operations and Maintenance,742.0
Advanced Math and Science Academy Charter (District),2021,Operations and Maintenance,816.0
Advanced Math and Science Academy Charter (District),2022,Operations and Maintenance,908.0
Advanced Math and Science Academy Charter (District),2023,Operations and Maintenance,938.0
Advanced Math and Science Academy Charter (District),2024,Operations and Maintenance,1038.0
Advanced Math and Science Academy Charter (District),2019,Instructional Leadership,929.0
Advanced Math and Science Academy Charter (District),2020,Instructional Leadership,1019.0
Advanced Math and Science Academy Charter (District),2021,Instructional Leadership,1026.0
Advanced Math and Science Academy Charter (District),2022,Instructional Leadership,1001.0
Advanced Math and Science Academy Charter (District),2023,Instructional Leadership,1099.0
Advanced Math and Science Academy Charter (District),2024,Instructional Leadership,1156.0
Advanced Math and Science Academy Charter (District),2019,Administration,1737.0
Advanced Math and Science Academy Charter (District),2020,Administration,1615.0
Advanced Math and Science Academy Charter (District),2021,Administration,1698.0
Advanced Math and Science Academy Charter (District),2022,Administration,1947.0
Advanced Math and Science Academy Charter (District),2023,Administration,2024.0
Advanced Math and Science Academy Charter (District),2024,Administration,2189.0
Advanced Math and Science Academy Charter (District),2019,"Guidance, Counseling and Testing",316.0
Advanced Math and Science Academy Charter (District),2020,"Guidance, Counseling and Testing",330.0
Advanced Math and Science Academy Charter (District),2021,"Guidance, Counseling and Testing",353.0
Advanced Math and Science Academy Charter (District),2022,"Guidance, Counseling and Testing",421.0
Advanced Math and Science Academy Charter (District),2023,"Guidance, Counseling and Testing",500.0
Advanced Math and Science Academy Charter (District),2024,"Guidance, Counseling and Testing",482.0
Advanced Math and Science Academy Charter (District),2019,Other,765.0
Advanced Math and Science Academy Charter (District),2020,Other,722.0
Advanced Math and Science Academy Charter (District),2021,Other,803.0
Advanced Math and Science Academy Charter (District),2022,Other,1184.0
Advanced Math and Science Academy Charter (District),2023,Other,1201.0
Advanced Math and Science Academy Charter (District),2024,Other,1153.0
Agawam,2009,Teachers,4535.0
Agawam,2010,Teachers,4721.0
Agawam,2011,Teachers,4354.0
Agawam,2012,Teachers,4697.0
Agawam,2013,Teachers,4708.0
Agawam,2014,Teachers,4939.0
Agawam,2015,Teachers,5135.0
Agawam,2016,Teachers,5619.0
Agawam,2017,Teachers,5837.0
Agawam,2018,Teachers,6222.0
Agawam,2019,Teachers,6896.0
Agawam,2020,Teachers,7018.0
Agawam,2021,Teachers,7588.0
Agawam,2022,Teachers,7770.0
Agawam,2023,Teachers,7765.0
Agawam,2024,Teachers,8125.0
Agawam,2009,"Insurance, Retirement and Other",2076.0
Agawam,2010,"Insurance, Retirement and Other",2055.0
Agawam,2011,"Insurance, Retirement and Other",1850.0
Agawam,2012,"Insurance, Retirement and Other",2174.0
Agawam,2013,"Insurance, Retirement and Other",2100.0
Agawam,2014,"Insurance, Retirement and Other",2140.0
Agawam,2015,"Insurance, Retirement and Other",2372.0
Agawam,2016,"Insurance, Retirement and Other",2536.0
Agawam,2017,"Insurance, Retirement and Other",2585.0
Agawam,2018,"Insurance, Retirement and Other",2850.0
Agawam,2019,"Insurance, Retirement and Other",3050.0
Agawam,2020,"Insurance, Retirement and Other",3129.0
Agawam,2021,"Insurance, Retirement and Other",3594.0
Agawam,2022,"Insurance, Retirement and Other",3722.0
Agawam,2023,"Insurance, Retirement and Other",3734.0
Agawam,2024,"Insurance, Retirement and Other",4008.0
Agawam,2009,Pupil Services,1008.0
Agawam,2010,Pupil Services,1150.0
Agawam,2011,Pupil Services,1045.0
Agawam,2012,Pupil Services,1142.0
Agawam,2013,Pupil Services,1156.0
Agawam,2014,Pupil Services,1125.0
Agawam,2015,Pupil Services,1154.0
Agawam,2016,Pupil Services,1254.0
Agawam,2017,Pupil Services,1307.0
Agawam,2018,Pupil Services,1311.0
Agawam,2019,Pupil Services,1388.0
Agawam,2020,Pupil Services,1199.0
Agawam,2021,Pupil Services,1249.0
Agawam,2022,Pupil Services,2166.0
Agawam,2023,Pupil Services,1700.0
Agawam,2024,Pupil Services,2009.0
Agawam,2009,Other Teaching Services,1059.0
Agawam,2010,Other Teaching Services,1131.0
Agawam,2011,Other Teaching Services,1088.0
Agawam,2012,Other Teaching Services,1120.0
Agawam,2013,Other Teaching Services,1163.0
Agawam,2014,Other Teaching Services,1275.0
Agawam,2015,Other Teaching Services,1460.0
Agawam,2016,Other Teaching Services,1506.0
Agawam,2017,Other Teaching Services,1603.0
Agawam,2018,Other Teaching Services,1861.0
Agawam,2019,Other Teaching Services,1820.0
Agawam,2020,Other Teaching Services,1789.0
Agawam,2021,Other Teaching Services,1966.0
Agawam,2022,Other Teaching Services,1966.0
Agawam,2023,Other Teaching Services,2005.0
Agawam,2024,Other Teaching Services,1926.0
Agawam,2009,Operations and Maintenance,1067.0
Agawam,2010,Operations and Maintenance,1067.0
Agawam,2011,Operations and Maintenance,1072.0
Agawam,2012,Operations and Maintenance,949.0
Agawam,2013,Operations and Maintenance,922.0
Agawam,2014,Operations and Maintenance,952.0
Agawam,2015,Operations and Maintenance,1005.0
Agawam,2016,Operations and Maintenance,1070.0
Agawam,2017,Operations and Maintenance,1022.0
Agawam,2018,Operations and Maintenance,1170.0
Agawam,2019,Operations and Maintenance,1341.0
Agawam,2020,Operations and Maintenance,1337.0
Agawam,2021,Operations and Maintenance,1507.0
Agawam,2022,Operations and Maintenance,967.0
Agawam,2023,Operations and Maintenance,1727.0
Agawam,2024,Operations and Maintenance,1569.0
Agawam,2009,Instructional Leadership,618.0
Agawam,2010,Instructional Leadership,744.0
Agawam,2011,Instructional Leadership,678.0
Agawam,2012,Instructional Leadership,743.0
Agawam,2013,Instructional Leadership,633.0
Agawam,2014,Instructional Leadership,832.0
Agawam,2015,Instructional Leadership,846.0
Agawam,2016,Instructional Leadership,983.0
Agawam,2017,Instructional Leadership,1018.0
Agawam,2018,Instructional Leadership,809.0
Agawam,2019,Instructional Leadership,1046.0
Agawam,2020,Instructional Leadership,990.0
Agawam,2021,Instructional Leadership,962.0
Agawam,2022,Instructional Leadership,989.0
Agawam,2023,Instructional Leadership,996.0
Agawam,2024,Instructional Leadership,1067.0
Agawam,2009,Administration,424.0
Agawam,2010,Administration,435.0
Agawam,2011,Administration,415.0
Agawam,2012,Administration,485.0
Agawam,2013,Administration,485.0
Agawam,2014,Administration,499.0
Agawam,2015,Administration,613.0
Agawam,2016,Administration,647.0
Agawam,2017,Administration,589.0
Agawam,2018,Administration,599.0
Agawam,2019,Administration,400.0
Agawam,2020,Administration,426.0
Agawam,2021,Administration,500.0
Agawam,2022,Administration,440.0
Agawam,2023,Administration,456.0
Agawam,2024,Administration,485.0
Agawam,2009,"Guidance, Counseling and Testing",478.0
Agawam,2010,"Guidance, Counseling and Testing",491.0
Agawam,2011,"Guidance, Counseling and Testing",471.0
Agawam,2012,"Guidance, Counseling and Testing",424.0
Agawam,2013,"Guidance, Counseling and Testing",443.0
Agawam,2014,"Guidance, Counseling and Testing",488.0
Agawam,2015,"Guidance, Counseling and Testing",502.0
Agawam,2016,"Guidance, Counseling and Testing",505.0
Agawam,2017,"Guidance, Counseling and Testing",552.0
Agawam,2018,"Guidance, Counseling and Testing",549.0
Agawam,2019,"Guidance, Counseling and Testing",603.0
Agawam,2020,"Guidance, Counseling and Testing",656.0
Agawam,2021,"Guidance, Counseling and Testing",716.0
Agawam,2022,"Guidance, Counseling and Testing",834.0
Agawam,2023,"Guidance, Counseling and Testing",1000.0
Agawam,2024,"Guidance, Counseling and Testing",868.0
Agawam,2009,Other,425.0
Agawam,2010,Other,477.0
Agawam,2011,Other,661.0
Agawam,2012,Other,566.0
Agawam,2013,Other,663.0
Agawam,2014,Other,500.0
Agawam,2015,Other,458.0
Agawam,2016,Other,585.0
Agawam,2017,Other,444.0
Agawam,2018,Other,533.0
Agawam,2019,Other,499.0
Agawam,2020,Other,546.0
Agawam,2021,Other,841.0
Agawam,2022,Other,741.0
Agawam,2023,Other,1032.0
Agawam,2024,Other,863.0
Alma del Mar Charter School (District),2019,Teachers,4612.0
Alma del Mar Charter School (District),2020,Teachers,5178.0
Alma del Mar Charter School (District),2021,Teachers,5099.0
Alma del Mar Charter School (District),2022,Teachers,5405.0
Alma del Mar Charter School (District),2023,Teachers,5391.0
Alma del Mar Charter School (District),2024,Teachers,5054.0
Alma del Mar Charter School (District),2019,"Insurance, Retirement and Other",3012.0
Alma del Mar Charter School (District),2020,"Insurance, Retirement and Other",3029.0
Alma del Mar Charter School (District),2021,"Insurance, Retirement and Other",3810.0
Alma del Mar Charter School (District),2022,"Insurance, Retirement and Other",1427.0
Alma del Mar Charter School (District),2023,"Insurance, Retirement and Other",1321.0
Alma del Mar Charter School (District),2024,"Insurance, Retirement and Other",1564.0
Alma del Mar Charter School (District),2019,Pupil Services,2644.0
Alma del Mar Charter School (District),2020,Pupil Services,2555.0
Alma del Mar Charter School (District),2021,Pupil Services,1431.0
Alma del Mar Charter School (District),2022,Pupil Services,1748.0
Alma del Mar Charter School (District),2023,Pupil Services,972.0
Alma del Mar Charter School (District),2024,Pupil Services,710.0
Alma del Mar Charter School (District),2019,Other Teaching Services,1291.0
Alma del Mar Charter School (District),2020,Other Teaching Services,1244.0
Alma del Mar Charter School (District),2021,Other Teaching Services,1158.0
Alma del Mar Charter School (District),2022,Other Teaching Services,2197.0
Alma del Mar Charter School (District),2023,Other Teaching Services,2581.0
Alma del Mar Charter School (District),2024,Other Teaching Services,4045.0
Alma del Mar Charter School (District),2019,Operations and Maintenance,804.0
Alma del Mar Charter School (District),2020,Operations and Maintenance,850.0
Alma del Mar Charter School (District),2021,Operations and Maintenance,1015.0
Alma del Mar Charter School (District),2022,Operations and Maintenance,1298.0
Alma del Mar Charter School (District),2023,Operations and Maintenance,1333.0
Alma del Mar Charter School (District),2024,Operations and Maintenance,1131.0
Alma del Mar Charter School (District),2019,Instructional Leadership,504.0
Alma del Mar Charter School (District),2020,Instructional Leadership,1109.0
Alma del Mar Charter School (District),2021,Instructional Leadership,1291.0
Alma del Mar Charter School (District),2022,Instructional Leadership,994.0
Alma del Mar Charter School (District),2023,Instructional Leadership,816.0
Alma del Mar Charter School (District),2024,Instructional Leadership,706.0
Alma del Mar Charter School (District),2019,Administration,1701.0
Alma del Mar Charter School (District),2020,Administration,1386.0
Alma del Mar Charter School (District),2021,Administration,1033.0
Alma del Mar Charter School (District),2022,Administration,1069.0
Alma del Mar Charter School (District),2023,Administration,1731.0
Alma del Mar Charter School (District),2024,Administration,1991.0
Alma del Mar Charter School (District),2019,"Guidance, Counseling and Testing",376.0
Alma del Mar Charter School (District),2020,"Guidance, Counseling and Testing",369.0
Alma del Mar Charter School (District),2021,"Guidance, Counseling and Testing",283.0
Alma del Mar Charter School (District),2022,"Guidance, Counseling and Testing",319.0
Alma del Mar Charter School (District),2023,"Guidance, Counseling and Testing",329.0
Alma del Mar Charter School (District),2024,"Guidance, Counseling and Testing",460.0
Alma del Mar Charter School (District),2019,Other,1597.0
Alma del Mar Charter School (District),2020,Other,953.0
Alma del Mar Charter School (District),2021,Other,1547.0
Alma del Mar Charter School (District),2022,Other,2339.0
Alma del Mar Charter School (District),2023,Other,2303.0
Alma del Mar Charter School (District),2024,Other,2256.0
Amesbury,2009,Teachers,4828.0
Amesbury,2010,Teachers,4559.0
Amesbury,2011,Teachers,4862.0
Amesbury,2012,Teachers,4320.0
Amesbury,2013,Teachers,5184.0
Amesbury,2014,Teachers,5060.0
Amesbury,2015,Teachers,5351.0
Amesbury,2016,Teachers,5537.0
Amesbury,2017,Teachers,6052.0
Amesbury,2018,Teachers,6064.0
Amesbury,2019,Teachers,6580.0
Amesbury,2020,Teachers,6736.0
Amesbury,2021,Teachers,7409.0
Amesbury,2022,Teachers,7858.0
Amesbury,2023,Teachers,8347.0
Amesbury,2024,Teachers,8269.0
Amesbury,2009,"Insurance, Retirement and Other",2263.0
Amesbury,2010,"Insurance, Retirement and Other",2301.0
Amesbury,2011,"Insurance, Retirement and Other",2439.0
Amesbury,2012,"Insurance, Retirement and Other",2437.0
Amesbury,2013,"Insurance, Retirement and Other",2246.0
